orgao_superior_codigo_siorg,orgao_superior_nome,orgao_superior_sigla,orgao_codigo_siorg,orgao_nome,orgao_sigla,orgao_como_no_raiox_nome,orgao_como_no_raiox_sigla,ano_mes_referencia,codigo_unidade_orcamentaria,codigo_item,nome_item,codigo_natureza_despesa_detalhada,nome_natureza_despesa_detalhada,valor
26,PRESIDÊNCIA DA REPÚBLICA,PR,26,PRESIDÊNCIA DA REPÚBLICA,PR,PRESIDÊNCIA DA REPÚBLICA,PR,202110,20927,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,123291.93
26,PRESIDÊNCIA DA REPÚBLICA,PR,26,PRESIDÊNCIA DA REPÚBLICA,PR,PRESIDÊNCIA DA REPÚBLICA,PR,202110,20118,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,569.76
26,PRESIDÊNCIA DA REPÚBLICA,PR,26,PRESIDÊNCIA DA REPÚBLICA,PR,PRESIDÊNCIA DA REPÚBLICA,PR,202110,20101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,503706.35
14,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,1799,INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,INCRA,INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,INCRA,202110,22201,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,37959.33
14,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,14,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,202110,22106,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,40782.22
235874,MINISTÉRIO DA CIDADANIA,MCIDADANIA,235874,MINISTÉRIO DA CIDADANIA,MCIDADANIA,MINISTÉRIO DA CIDADANIA,MCIDADANIA,202110,55101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,124393.5
219925,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,219925,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,202110,81101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,237996.69
72084,MINISTÉRIO DO TURISMO,MTUR,72084,MINISTÉRIO DO TURISMO,MTUR,MINISTÉRIO DO TURISMO,MTUR,202110,54101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,164411.35
41066,MINISTÉRIO DA DEFESA,MD,41066,MINISTÉRIO DA DEFESA,MD,MINISTÉRIO DA DEFESA,MD,202110,52902,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,159747.27
1927,MINISTÉRIO DO MEIO AMBIENTE,MMA,1812,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,IBAMA,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,IBAMA,202110,44201,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,40107.93
1927,MINISTÉRIO DO MEIO AMBIENTE,MMA,1927,MINISTÉRIO DO MEIO AMBIENTE,MMA,MINISTÉRIO DO MEIO AMBIENTE,MMA,202110,44101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,105908.47
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54844,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,DNIT,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,DNIT,202110,39252,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,220905.01
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54793,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,ANTT,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,ANTT,202110,39250,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,73316.15
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,202110,39101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,204764.56
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,86144,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,202110,39254,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
264359,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,264359,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,202110,41101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,193533.04
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54843,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,202110,39251,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,20947.78
304,MINISTÉRIO DA SAÚDE,MS,45013,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,202110,36213,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,8806.36
214460,CONTROLADORIA-GERAL DA UNIÃO,CGU,214460,CONTROLADORIA-GERAL DA UNIÃO,CGU,CONTROLADORIA-GERAL DA UNIÃO,CGU,202110,37101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,48293.78
304,MINISTÉRIO DA SAÚDE,MS,2207,FUNDAÇÃO NACIONAL DE SAÚDE,FUNASA,FUNDAÇÃO NACIONAL DE SAÚDE,FUNASA,202110,36211,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,44735.89
304,MINISTÉRIO DA SAÚDE,MS,36687,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,ANVISA,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,ANVISA,202110,36212,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,103139.03
41066,MINISTÉRIO DA DEFESA,MD,48,COMANDO DA AERONAUTICA,C.AER,COMANDO DA AERONAUTICA,C.AER,202110,52911,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
41066,MINISTÉRIO DA DEFESA,MD,94,COMANDO DO EXERCITO,C.EXER,COMANDO DO EXERCITO,C.EXER,202110,52921,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,34344.31
41066,MINISTÉRIO DA DEFESA,MD,185,COMANDO DA MARINHA,C.MAR,COMANDO DA MARINHA,C.MAR,202110,52931,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,5331.7
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,367,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,DNOCS,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,DNOCS,202110,53204,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
72084,MINISTÉRIO DO TURISMO,MTUR,2045,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,IPHAN,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,IPHAN,202110,54206,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,26514.08
72084,MINISTÉRIO DO TURISMO,MTUR,2330,FUNDAÇÃO NACIONAL DE ARTES,FUNARTE,FUNDAÇÃO NACIONAL DE ARTES,FUNARTE,202110,54205,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.01
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,202110,53101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,333067.92
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,46876,AGÊNCIA NACIONAL DE ÁGUAS,ANA,AGÊNCIA NACIONAL DE ÁGUAS,ANA,202110,53210,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,86972.19
72084,MINISTÉRIO DO TURISMO,MTUR,261,FUNDAÇÃO CASA DE RUI BARBOSA,FCRB,FUNDAÇÃO CASA DE RUI BARBOSA,FCRB,202110,54202,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,50.0
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,100113,SUPERINTENDÊNCIA DE DESENVOLVIMENTO DO CENTRO-OESTE,SUDECO,SUPERINTENDÊNCIA DE DESENVOLVIMENTO DO CENTRO-OESTE,SUDECO,202110,53207,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,52296.76
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,202110,24101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,458749.05
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,8,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO,CNPQ,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO,CNPQ,202110,24201,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,84631.02
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25103,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,179725.15
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25101,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,1068306.31
235876,MINISTÉRIO DA ECONOMIA,ME,235,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,SUSEP,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,SUSEP,202110,25208,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,9739.51
235876,MINISTÉRIO DA ECONOMIA,ME,478,COMISSÃO DE VALORES MOBILIÁRIOS,CVM,COMISSÃO DE VALORES MOBILIÁRIOS,CVM,202110,25203,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25104,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,2802.35
235876,MINISTÉRIO DA ECONOMIA,ME,166,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,SUFRAMA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,SUFRAMA,202110,25298,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
276368,MINISTÉRIO DO TRABALHO E PREVIDÊNCIA,MTP,1934,INSTITUTO NACIONAL DO SEGURO SOCIAL,INSS,INSTITUTO NACIONAL DO SEGURO SOCIAL,INSS,202110,25303,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,67879.02
235876,MINISTÉRIO DA ECONOMIA,ME,7,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,IPEA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,IPEA,202110,25300,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,10051.14
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25915,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,11452.37
235876,MINISTÉRIO DA ECONOMIA,ME,240,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",INMETRO,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",INMETRO,202110,25296,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,12563.29
235876,MINISTÉRIO DA ECONOMIA,ME,382,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,INPI,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,INPI,202110,25297,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,27243.72
244,MINISTÉRIO DA EDUCAÇÃO,MEC,244,MINISTÉRIO DA EDUCAÇÃO,MEC,MINISTÉRIO DA EDUCAÇÃO,MEC,202110,26104,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,64016.92
244,MINISTÉRIO DA EDUCAÇÃO,MEC,244,MINISTÉRIO DA EDUCAÇÃO,MEC,MINISTÉRIO DA EDUCAÇÃO,MEC,202110,26105,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,31182.84
276368,MINISTÉRIO DO TRABALHO E PREVIDÊNCIA,MTP,105915,SUPERINTENDÊNCIA NACIONAL DE PREVIDÊNCIA COMPLEMENTAR,PREVIC,SUPERINTENDÊNCIA NACIONAL DE PREVIDÊNCIA COMPLEMENTAR,PREVIC,202110,25206,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,10346.84
244,MINISTÉRIO DA EDUCAÇÃO,MEC,421,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,202110,26232,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,12112.16
244,MINISTÉRIO DA EDUCAÇÃO,MEC,459,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,202110,26254,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,3744.84
244,MINISTÉRIO DA EDUCAÇÃO,MEC,457,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,202110,26253,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,422,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,202110,26235,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,85140.77
244,MINISTÉRIO DA EDUCAÇÃO,MEC,425,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,202110,26234,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,21124.62
244,MINISTÉRIO DA EDUCAÇÃO,MEC,427,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,202110,26236,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,415,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,202110,26239,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,538870.14
244,MINISTÉRIO DA EDUCAÇÃO,MEC,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,202110,26244,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,43279.82
244,MINISTÉRIO DA EDUCAÇÃO,MEC,426,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,202110,26245,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,26273,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,5768.66
244,MINISTÉRIO DA EDUCAÇÃO,MEC,470,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,UNB,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,UNB,202110,26271,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,83527.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,105793,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,202110,26267,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,458,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA-RN,202110,26264,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,12023.42
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,26279,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,42639.15
244,MINISTÉRIO DA EDUCAÇÃO,MEC,475,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,202110,26280,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,37799.72
244,MINISTÉRIO DA EDUCAÇÃO,MEC,827,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,202110,26283,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,17815.2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,249,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,INEP,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,INEP,202110,26290,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,149570.84
244,MINISTÉRIO DA EDUCAÇÃO,MEC,250,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,CAPES,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,CAPES,202110,26291,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,130515.65
244,MINISTÉRIO DA EDUCAÇÃO,MEC,253,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,202110,26298,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,73365.85
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84712,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,202110,26350,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,41397.8
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100900,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,202110,26402,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,2390.34
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100913,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF-GOIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF-GOIANO,202110,26407,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100911,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,202110,26405,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,173179.36
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100912,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IF ES,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IF ES,202110,26406,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,7777.4
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100920,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IF BAIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IF BAIANO,202110,26404,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,9485.84
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100910,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",IFAM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",IFAM,202110,26403,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,52364.12
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100904,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MATO GROSSO DO SUL",IFMS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MATO GROSSO DO SUL",IFMS,202110,26415,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100905,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",IFPB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",IFPB,202110,26417,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,47338.89
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100917,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,202110,26416,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,90560.78
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100907,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",IFRO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",IFRO,202110,26421,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,72390.28
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100922,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,202110,26418,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,87996.79
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100915,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IFSULDEMINAS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IFSULDEMINAS,202110,26412,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,5031.08
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100916,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IF MT,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IF MT,202110,26414,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,7807.68
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100901,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,202110,26410,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,44264.92
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100914,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,202110,26409,12,Locações de Mão-de-Obra e Terceirização,33903705,SERVICOS DE COPA E COZINHA,102819.04
