orgao_superior_codigo_siorg,orgao_superior_nome,orgao_superior_sigla,orgao_codigo_siorg,orgao_nome,orgao_sigla,orgao_como_no_raiox_nome,orgao_como_no_raiox_sigla,ano_mes_referencia,codigo_unidade_orcamentaria,codigo_item,nome_item,codigo_natureza_despesa_detalhada,nome_natureza_despesa_detalhada,valor
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100915,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IFSULDEMINAS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IFSULDEMINAS,202110,26412,22,Material de Consumo,33903042,FERRAMENTAS,3481.4
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100916,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IF MT,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IF MT,202110,26414,22,Material de Consumo,33903042,FERRAMENTAS,127.5
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100918,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,202110,26419,22,Material de Consumo,33903042,FERRAMENTAS,4383.21
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100922,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,202110,26418,22,Material de Consumo,33903042,FERRAMENTAS,1340.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100907,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",IFRO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",IFRO,202110,26421,22,Material de Consumo,33903042,FERRAMENTAS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100906,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFAR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFAR,202110,26420,22,Material de Consumo,33903042,FERRAMENTAS,130.5
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100903,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO",IFTRIAMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO",IFTRIAMG,202110,26413,22,Material de Consumo,33903042,FERRAMENTAS,1162.58
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100917,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,202110,26416,22,Material de Consumo,33903042,FERRAMENTAS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,26282,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,26281,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,477,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,202110,26278,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,472,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,202110,26274,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,26266,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,1079.07
244,MINISTÉRIO DA EDUCAÇÃO,MEC,105793,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,202110,26267,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,202110,26247,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,1969.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,202110,26246,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,120.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,459,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,202110,26254,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,712.32
244,MINISTÉRIO DA EDUCAÇÃO,MEC,67671,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,202110,26252,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,454,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,202110,26258,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,4272.31
244,MINISTÉRIO DA EDUCAÇÃO,MEC,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,202110,26244,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,417,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,202110,26243,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,3036.96
244,MINISTÉRIO DA EDUCAÇÃO,MEC,428,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,202110,26241,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,2475.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,427,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,202110,26236,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,2813.48
244,MINISTÉRIO DA EDUCAÇÃO,MEC,425,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,202110,26234,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,415,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,202110,26239,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,35000.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,423,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,202110,26238,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,1411.3
235876,MINISTÉRIO DA ECONOMIA,ME,382,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,INPI,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,INPI,202110,25297,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25915,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,2085.69
276368,MINISTÉRIO DO TRABALHO E PREVIDÊNCIA,MTP,1934,INSTITUTO NACIONAL DO SEGURO SOCIAL,INSS,INSTITUTO NACIONAL DO SEGURO SOCIAL,INSS,202110,25303,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,421,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,202110,26232,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,120.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,416,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,202110,26233,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,2419.92
244,MINISTÉRIO DA EDUCAÇÃO,MEC,256,COLÉGIO PEDRO II,CP II,COLÉGIO PEDRO II,CP II,202110,26201,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,1360.0
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,202110,24101,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,3281.7
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25101,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,2163.84
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25103,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,5545.0
235876,MINISTÉRIO DA ECONOMIA,ME,166,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,SUFRAMA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,SUFRAMA,202110,25298,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,245.51
235876,MINISTÉRIO DA ECONOMIA,ME,89,BANCO CENTRAL DO BRASIL,BACEN,BANCO CENTRAL DO BRASIL,BACEN,202110,25201,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,16893.0
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25104,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,0.0
235876,MINISTÉRIO DA ECONOMIA,ME,3,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,IBGE,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,IBGE,202110,25301,22,Material de Consumo,33903044,MATERIAL DE SINALIZACAO VISUAL E OUTROS,3052.85
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,202110,30107,22,Material de Consumo,33903045,MATERIAL TECNICO P/ SELECAO E TREINAMENTO,1797.94
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,202110,30907,22,Material de Consumo,33903045,MATERIAL TECNICO P/ SELECAO E TREINAMENTO,0.0
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,4243,AGÊNCIA ESPACIAL BRASILEIRA,AEB,AGÊNCIA ESPACIAL BRASILEIRA,AEB,202110,24205,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,7081.0
41066,MINISTÉRIO DA DEFESA,MD,94,COMANDO DO EXERCITO,C.EXER,COMANDO DO EXERCITO,C.EXER,202110,52921,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,1530.0
41066,MINISTÉRIO DA DEFESA,MD,185,COMANDO DA MARINHA,C.MAR,COMANDO DA MARINHA,C.MAR,202110,52931,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,5309.125236
41066,MINISTÉRIO DA DEFESA,MD,48,COMANDO DA AERONAUTICA,C.AER,COMANDO DA AERONAUTICA,C.AER,202110,52111,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,9520.0
41066,MINISTÉRIO DA DEFESA,MD,185,COMANDO DA MARINHA,C.MAR,COMANDO DA MARINHA,C.MAR,202110,52131,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,1660.0
41066,MINISTÉRIO DA DEFESA,MD,48,COMANDO DA AERONAUTICA,C.AER,COMANDO DA AERONAUTICA,C.AER,202110,52911,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,46876,AGÊNCIA NACIONAL DE ÁGUAS,ANA,AGÊNCIA NACIONAL DE ÁGUAS,ANA,202110,53210,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
41066,MINISTÉRIO DA DEFESA,MD,94,COMANDO DO EXERCITO,C.EXER,COMANDO DO EXERCITO,C.EXER,202110,52121,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,1830.0
41066,MINISTÉRIO DA DEFESA,MD,41066,MINISTÉRIO DA DEFESA,MD,MINISTÉRIO DA DEFESA,MD,202110,52101,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,6555.113144
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,86144,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,202110,39254,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,369.11
244,MINISTÉRIO DA EDUCAÇÃO,MEC,454,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,202110,26258,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,2013.7
244,MINISTÉRIO DA EDUCAÇÃO,MEC,427,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,202110,26236,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,417,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,202110,26243,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
235876,MINISTÉRIO DA ECONOMIA,ME,89,BANCO CENTRAL DO BRASIL,BACEN,BANCO CENTRAL DO BRASIL,BACEN,202110,25201,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25103,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,202110,24101,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,8,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO,CNPQ,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO,CNPQ,202110,24201,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
276368,MINISTÉRIO DO TRABALHO E PREVIDÊNCIA,MTP,221,"FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO",FUNDACENTRO,"FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO",FUNDACENTRO,202110,25299,22,Material de Consumo,33903046,MATERIAL BIBLIOGRAFICO,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,26273,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
235876,MINISTÉRIO DA ECONOMIA,ME,240,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",INMETRO,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",INMETRO,202110,25296,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25103,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25101,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",2813.28
235876,MINISTÉRIO DA ECONOMIA,ME,89,BANCO CENTRAL DO BRASIL,BACEN,BANCO CENTRAL DO BRASIL,BACEN,202110,25201,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25104,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,425,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,202110,26234,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",1439.94
244,MINISTÉRIO DA EDUCAÇÃO,MEC,454,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,202110,26258,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,448,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET-RJ,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET-RJ,202110,26256,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,202110,26246,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
304,MINISTÉRIO DA SAÚDE,MS,304,MINISTÉRIO DA SAÚDE,MS,MINISTÉRIO DA SAÚDE,MS,202110,36901,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
304,MINISTÉRIO DA SAÚDE,MS,315,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,202110,36201,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",220.0
263,MINISTÉRIO DAS RELAÇÕES EXTERIORES,MRE,263,MINISTÉRIO DAS RELAÇÕES EXTERIORES,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,MRE,202110,35101,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",178.130108
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,202110,30107,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",15594.3
2852,MINISTÉRIO DE MINAS E ENERGIA,MME,2852,MINISTÉRIO DE MINAS E ENERGIA,MME,MINISTÉRIO DE MINAS E ENERGIA,MME,202110,32101,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,202110,30907,22,Material de Consumo,33903050,"BANDEIRAS, FLAMULAS E INSIGNIAS",0.0
41066,MINISTÉRIO DA DEFESA,MD,41066,MINISTÉRIO DA DEFESA,MD,MINISTÉRIO DA DEFESA,MD,202110,52903,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,26883.99
41066,MINISTÉRIO DA DEFESA,MD,41066,MINISTÉRIO DA DEFESA,MD,MINISTÉRIO DA DEFESA,MD,202110,52902,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,14358.37
41066,MINISTÉRIO DA DEFESA,MD,41066,MINISTÉRIO DA DEFESA,MD,MINISTÉRIO DA DEFESA,MD,202110,52101,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,5939633.19
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,202110,39101,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,0.0
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,86144,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,202110,39254,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,259421.87
264359,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,264359,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,202110,41101,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,133496.46
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54843,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,202110,39251,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,80710.54
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54793,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,ANTT,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,ANTT,202110,39250,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,133603.41
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54844,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,DNIT,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,DNIT,202110,39252,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,109633.71
304,MINISTÉRIO DA SAÚDE,MS,45013,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,202110,36213,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,0.0
214460,CONTROLADORIA-GERAL DA UNIÃO,CGU,214460,CONTROLADORIA-GERAL DA UNIÃO,CGU,CONTROLADORIA-GERAL DA UNIÃO,CGU,202110,37101,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,48139.48
304,MINISTÉRIO DA SAÚDE,MS,2207,FUNDAÇÃO NACIONAL DE SAÚDE,FUNASA,FUNDAÇÃO NACIONAL DE SAÚDE,FUNASA,202110,36211,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,177421.0
304,MINISTÉRIO DA SAÚDE,MS,36687,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,ANVISA,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,ANVISA,202110,36212,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,74614.5
72084,MINISTÉRIO DO TURISMO,MTUR,72084,MINISTÉRIO DO TURISMO,MTUR,MINISTÉRIO DO TURISMO,MTUR,202110,54101,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,100994.44
219925,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,219925,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,202110,81101,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,255746.43
235874,MINISTÉRIO DA CIDADANIA,MCIDADANIA,235874,MINISTÉRIO DA CIDADANIA,MCIDADANIA,MINISTÉRIO DA CIDADANIA,MCIDADANIA,202110,55101,72,Passagens e Despesas com Locomoção,33903301,PASSAGENS PARA O PAIS,22123.66
